Description,label,Translated_Description,Cleaned_Description,Contains_Injury_Keyword,Mentions_Injury_Entity,Sentence_Length,Embedding
Een platformwerker liep bevriezingsverschijnselen op door blootstelling aan extreme kou zonder geschikte kleding.,1,A platform worker suffered frostbite from exposure to extreme cold without appropriate clothing.,platform worker suffered frostbite exposure extreme cold without appropriate clothing,0,0,10,"[ 0.12738371  0.19605383 -0.1694558  -0.382481   -0.22475901  0.48809782
  0.07835241  0.06937131  0.38029414  0.0633433   0.3080911  -0.12527137
  0.052443   -0.0749573   0.11604621  0.17829764 -0.23765309  0.00727135
 -0.12835649 -0.5046617  -0.19278157  0.31218103  0.058959   -0.25345367
  0.01646739 -0.98966396 -0.33825502  0.28786722  0.70598996  0.40600547
  2.468138    0.33352977  0.13546391 -0.35682616 -0.15779306  0.305207
  0.17422168 -0.069544    0.177271   -0.1561779  -0.14994831 -0.04347724
  0.3036405   0.39469862  0.40813398 -0.2775736  -0.105681   -0.0356623
  0.1499282   0.0193398 ]"
 A traveler tripped over loose carpeting in the airport lounge and suffered a knee injury.,1, A traveler tripped over loose carpeting in the airport lounge and suffered a knee injury.,traveler tripped loose carpeting airport lounge suffered knee injury,1,0,9,"[ 9.93522257e-02  3.01996851e-03 -1.41516775e-01 -1.72910228e-01
 -2.91118741e-01 -5.24355844e-02 -4.38152909e-01  1.98191106e-01
  1.71540990e-01 -2.57382780e-01  3.03477973e-01  2.77011422e-03
 -6.23886645e-01  2.92275518e-01  3.61703306e-01  3.51866007e-01
 -4.08441097e-01 -2.32328787e-01 -4.58287120e-01 -3.50085974e-01
 -5.49312830e-01  4.03491467e-01 -3.63427907e-01 -1.20180182e-03
 -1.07565105e-01 -7.22184479e-01  2.23483458e-01  7.25516558e-01
  4.27539974e-01 -2.96388995e-02  1.62075973e+00  3.70986581e-01
  3.66427779e-01  1.27591103e-01  9.81809665e-03  6.20312929e-01
  5.50977826e-01  8.20159987e-02  4.86467898e-01 -5.39278910e-02
 -6.99274540e-02  4.14246410e-01  1.58953238e-02  4.86789972e-01
 -1.07147824e-02 -1.16851106e-01  2.52168894e-01 -4.18695539e-01
  1.67349994e-01 -2.35423118e-01]"
"A cleaning crew was delayed, preventing boarding until the cabin was prepared.",0,"A cleaning crew was delayed, preventing boarding until the cabin was prepared.",cleaning crew delayed preventing boarding cabin prepared,0,0,7,"[ 0.81027424 -0.07504357  0.03114357 -0.5200969  -0.22048427  0.12395127
 -0.5706614   0.45474142  0.5036557  -0.5644277  -0.08263857  0.03164158
  0.08981286  0.5513114   0.12440185  0.02164927 -0.33211     0.1810057
 -0.17055716 -0.709974    0.5076234   0.39996848 -0.13214657 -0.02000329
  0.08618204 -0.8450757   0.25233084  0.17160915  0.58318144  0.2422203
  2.0493286   0.19372858 -0.55541146 -0.26416287  0.2959407   0.50556004
  0.5848743   0.03780615  0.12205857  0.11056014 -0.17190313 -0.272123
  0.3695857   0.33009428  0.08635144 -0.05564324 -0.11794927  0.06076999
  0.1441797   0.01397333]"
Een tankmedewerker gleed uit op een olievlek op het asfalt en brak zijn pols.,1,A fuel worker slipped on an oil slick on the asphalt and broke his wrist.,fuel worker slipped oil slick asphalt broke wrist,0,0,8,"[-0.221235   -0.21534187  0.5387388   0.01553414 -0.23054877  0.21756387
 -0.42869747  0.07759126  0.36945     0.13289124  0.27855536 -0.39637688
 -0.43983275  0.3013754   0.17288926  0.0417175  -0.09852625  0.1576362
 -0.34549373 -0.6905577   0.08166777  0.13593376 -0.04113238 -0.5096175
 -0.11256126 -0.90198755  0.44878626  0.8481823   0.93994117  0.28121752
  2.254875   -0.23751763  0.13748576  0.5111116  -0.12706152  0.16724625
 -0.12885623  0.2171675   0.54038     0.01364969 -0.08341558  0.10098938
  0.32409775 -0.182333    0.18451679 -0.249071   -0.05085638 -0.10197873
  0.05276899 -0.44008124]"
" A catering truck operator collided with a jetway, causing minor injuries and operational delays.",1," A catering truck operator collided with a jetway, causing minor injuries and operational delays.",catering truck operator collided jetway causing minor injury operational delay,1,0,10,"[ 0.5869001  -0.17590252  0.20153768  0.21529579 -0.15182     0.36678773
 -0.26023966  0.48689     0.430808   -0.3951461   0.42528415  0.00322701
 -0.62977594  0.20661227  0.075196    0.03807501 -0.45100603  0.27048835
 -0.508914   -0.4114279   0.22506396 -0.0677907  -0.51578134  0.1941151
  0.073192   -0.924459    0.250389    0.210977    0.7410821   0.3173142
  1.913386    0.24313097  0.326765    0.02492801  0.34616798  0.28986663
  0.35397702 -0.17710698  0.11068521  0.53434396 -0.21286102  0.05992234
  0.00610132  0.17514898 -0.068028   -0.23939884  0.0765923   0.204385
  0.3147676  -0.00635099]"
A luggage tag printing error caused bags to be misrouted to an incorrect city.,0,A luggage tag printing error caused bags to be misrouted to an incorrect city.,luggage tag printing error caused bag misrouted incorrect city,0,0,9,"[ 0.04211467 -0.36826652  0.46920893 -0.04843078  0.09795311  0.18652302
 -0.12852222 -0.0432591   0.37545776 -0.25400555  0.02257335 -0.12389156
 -0.05374001 -0.12603576  0.4561764  -0.02231178 -0.6613822  -0.08661235
 -0.3071422  -0.5279951   0.28419966 -0.4399285   0.09733222  0.00742978
 -0.01521979 -1.0551058  -0.3738356   0.51128244  0.72932863 -0.35270452
  1.4948678   0.01676445  0.07451554 -0.16922556  0.01052778  0.44153854
  0.5428512   0.27055934  0.04681478  0.14645259  0.4180289   0.14935884
  0.10968722  0.42433888 -0.20837502 -0.23301877  0.05018911  0.27513388
  0.6273955  -0.21477488]"
 An aircraft cleaner slipped on a wet floor inside the cabin and injured their back.,1, An aircraft cleaner slipped on a wet floor inside the cabin and injured their back.,aircraft cleaner slipped wet floor inside cabin injured back,0,0,9,"[ 2.90785402e-01 -1.53472677e-01  5.48256636e-01 -3.80539775e-01
  1.49199203e-01 -8.16046670e-02 -7.43039966e-01  1.26633346e-02
  1.65282220e-01 -5.25745571e-01  1.48015559e-01 -3.20062250e-01
 -2.56981105e-01  4.23326343e-01  2.35435029e-04  3.47666770e-01
 -2.60618001e-01  1.46549657e-01 -7.23014414e-01 -9.43557620e-01
 -8.82835388e-02  4.92573798e-01 -2.01626986e-01 -2.35671893e-01
  8.05022195e-02 -9.12253380e-01  2.28065908e-01  7.47318447e-01
  7.17979729e-01  1.45602256e-01  2.39306664e+00 -2.20888853e-03
 -3.49000259e-03  1.88003331e-01  2.92012990e-01  3.60516399e-01
  3.98375422e-01  1.94073394e-01  4.16302204e-01 -1.30326711e-02
 -6.49131164e-02  1.34345606e-01  3.50261569e-01  1.90724865e-01
  6.55677840e-02  8.74934793e-02  3.95449921e-02 -7.13465393e-01
  1.20326005e-01 -3.24233860e-01]"
A ground crew member sustained a leg injury from a malfunctioning baggage cart tow bar.,1,A ground crew member sustained a leg injury from a malfunctioning baggage cart tow bar.,ground crew member sustained leg injury malfunctioning baggage cart tow bar,1,0,11,"[ 0.24178271  0.00816334  0.22262798 -0.04311154 -0.0535631   0.2824683
 -0.22705999  0.47516346  0.5832242  -0.55840534  0.21105361  0.01469936
 -0.6494574   0.52201     0.01052387 -0.01976409 -0.32288525  0.11683819
 -0.6334889  -0.6244935  -0.1124851   0.24532528 -0.00860854 -0.02189493
  0.08185091 -1.1113328   0.19220918  0.28322774  0.33634555  0.08148419
  1.9279454   0.40805426 -0.13286363  0.14797482  0.33447096  0.52420545
  0.606655    0.2294478   0.23892592  0.10777846 -0.07618564  0.06428336
 -0.04596328  0.30370182  0.11118164 -0.11561006  0.04409882 -0.23160519
  0.30325326 -0.30203694]"
 A ramp worker was struck by falling equipment while unloading cargo in the rain.,1, A ramp worker was struck by falling equipment while unloading cargo in the rain.,ramp worker struck falling equipment unloading cargo rain,0,0,8,"[ 0.36238128 -0.22620003  0.6154025  -0.11087838 -0.10667126 -0.18731627
 -0.5957737   0.2556069   0.7585304  -0.24487188  0.26249337 -0.14658372
 -0.02100397  0.23573175  0.05245968 -0.07893001 -0.44696376  0.25521496
 -0.49167252 -0.7524175   0.4718865  -0.02486751 -0.2392555  -0.50109875
  0.25273374 -0.8017378   0.46641025  0.47843874  1.0184      0.0791745
  2.3131464   0.10366375  0.30003038  0.38285875  0.196258    0.35307825
  0.22449252  0.05894537  0.21636377  0.36428875 -0.26157358 -0.03891025
  0.522865   -0.21738437  0.15234475 -0.2996675  -0.06029001 -0.2291079
  0.17416526 -0.33703   ]"
"Een roltrap in de terminal werkte niet, wat reizigers hinderde.",0,"An escalator in the terminal was out of order, causing inconvenience to travelers.",escalator terminal order causing inconvenience traveler,0,0,6,"[ 0.80112165  0.34962818  0.16394334 -0.25570834 -0.073865    0.08156335
  0.02440665  0.4954183   0.51009333 -0.11258665  0.25118685  0.36037168
  0.08365399  0.15862332  0.22313333  0.19951667 -0.4369283  -0.01671833
 -0.16177617 -0.47964665  0.28557935 -0.4308312  -0.7380133   0.37069187
  0.324145   -0.83810663  0.06384334  0.17870666  0.8891217   0.22385435
  1.5930144   0.49821353  0.37211    -0.03669965 -0.22250499  0.07261849
  0.48073837 -0.5174338   0.12626632  0.6180783   0.07653866  0.03079144
  0.0663275   0.60755664 -0.13517834 -0.18779819 -0.06683084 -0.10716999
  0.33633468  0.03434666]"
Een kind liep brandwonden op door hete soep die werd gemorst tijdens de maaltijdservice aan boord.,1,A child suffered burns from hot soup spilled during meal service on board.,child suffered burn hot soup spilled meal service board,0,0,9,"[ 1.4733654e-01 -2.3661191e-03 -1.6771466e-01 -3.9233869e-01
  2.0075767e-01  1.9020498e-01 -4.9130842e-01  1.4312935e-01
  4.5187125e-01 -7.8249112e-02 -1.6543999e-02  6.6048890e-02
  3.0080467e-01  1.0274556e-01  5.1338905e-01 -4.0038887e-02
 -3.5260788e-01  2.3683323e-01 -2.8148836e-01 -3.9855331e-01
  3.2392877e-01  3.9631888e-02  4.1777480e-01  8.3313316e-02
 -2.1772670e-02 -1.0073235e+00 -1.1382964e-01  2.3602700e-01
  6.4106327e-01  1.5563443e-01  2.3901110e+00  2.6429799e-01
 -5.5070877e-02  2.2299443e-01 -9.7477145e-02  4.4109115e-01
  7.5077787e-02  4.5593444e-02  7.1801668e-01 -1.6333325e-02
 -9.2057884e-03  8.3361320e-02 -1.3385834e-01  2.0859295e-01
  4.3362623e-01  3.0535159e-01 -1.7614087e-01 -2.2781332e-01
  7.1197666e-02  3.8350008e-02]"
Een defect in het bagageafhandelingssysteem vertraagde de verwerking van koffers.,0,A defect in the baggage handling system delayed the processing of suitcases.,defect baggage handling system delayed processing suitcase,0,0,7,"[ 0.6167614  -0.21410002  0.48446772  0.14613144 -0.26852316  0.38725218
  0.00564585  0.04198014  0.7421314  -0.1399437   0.27019757  0.05628055
  0.04319249  0.38089854  0.30279016  0.08173472 -0.75744003  0.3869443
  0.14763144 -0.60726994  0.43212    -0.33846802 -0.32640597 -0.1301247
  0.07649428 -1.2567171   0.07123429  0.29911     0.6264771   0.0289957
  1.9621729  -0.03053631 -0.22699384 -0.37970573  0.22547801  0.6154377
  0.39990428  0.18851857  0.15430298  0.19691372  0.02082498  0.03192756
  0.33537912  0.5446571  -0.17107673 -0.2111957   0.25270802  0.60553855
  0.28603157 -0.2607297 ]"
"A passenger accidentally left their passport in a duty-free shop, causing them to miss their flight.",0,"A passenger accidentally left their passport in a duty-free shop, causing them to miss their flight.",passenger accidentally left passport dutyfree shop causing miss flight,1,0,9,"[ 0.480785   -0.0079365   0.2818571  -0.09503075  0.16082273  0.29037526
 -0.76618874  0.37276122  0.50948375 -0.4604725   0.39655375  0.06371913
 -0.293535    0.25550562  0.50825715  0.09777926 -0.7583387   0.08113575
 -0.5916575  -0.31952214  0.28018498  0.32935375 -0.23119375  0.2723336
  0.27607748 -1.4588751   0.08054361  0.33526862  0.62710625 -0.226097
  1.9977449   0.2773375  -0.06605962  0.02291969  0.21851374  0.3023212
  0.38072252 -0.05200338  0.11203162  0.2025975   0.006835    0.22254764
  0.2952064   0.01254375 -0.15136874 -0.19707973 -0.04217863 -0.35563248
  0.43677112 -0.39587998]"
"The airport's baggage handling system broke down, delaying luggage transfer.",0,"The airport's baggage handling system broke down, delaying luggage transfer.",airport baggage handling system broke delaying luggage transfer,0,0,8,"[ 0.6631162  -0.19909425  0.37075987 -0.06885113 -0.2397025  -0.01319284
 -0.13803089  0.18553388  0.60097    -0.36743504  0.12459163  0.02097125
 -0.36133972  0.20333125  0.25875512  0.11073801 -0.62027377  0.10033499
 -0.24887136 -0.57532215  0.56280875 -0.04343927 -0.48806524 -0.07360787
 -0.13643387 -1.4212638   0.47822374  0.3484224   0.64832246  0.02292788
  2.0476925   0.40238172 -0.3225149  -0.30257753  0.10073687  0.48363626
  0.5322175   0.21434626 -0.06799562  0.35173544  0.2239131   0.24732846
  0.42378163  0.5403175  -0.5056374  -0.24894601  0.03631362  0.2997575
  0.34844062 -0.26164362]"
Een kind raakte gewond na een val van een onbeheerd bagagekarretje op de luchthaven.,1,A child was injured after falling from an unattended baggage cart at the airport.,child injured falling unattended baggage cart airport,0,0,7,"[ 0.49280146 -0.01276714  0.5358314  -0.34843427  0.23157701  0.18160562
 -0.53762996  0.11643614  0.61979717 -0.50911856  0.13331957 -0.36305144
 -0.42901573  0.01090342  0.73960584  0.05617929 -0.6746715   0.355191
 -0.47662142 -0.5538105   0.1138543   0.3746531  -0.38674143  0.30437416
  0.10318429 -1.1483711   0.30856958  0.4084557   0.7041214  -0.02688857
  1.6725242   0.6359686   0.0700957  -0.03828142  0.3323193   0.55906284
  0.6271014  -0.05234291  0.30068827  0.31981856 -0.18636155  0.2540217
  0.23507285  0.37635282 -0.04007573 -0.19280341 -0.07344899 -0.35942405
  0.55088    -0.4011756 ]"
Een platformmedewerker liep bevriezingsletsel op door blootstelling aan extreme kou zonder geschikte kleding.,1,A platform worker suffered frostbite due to exposure to extreme cold without appropriate clothing.,platform worker suffered frostbite due exposure extreme cold without appropriate clothing,0,0,11,"[ 0.16355701  0.20097074 -0.18122436 -0.34806702 -0.26664543  0.4817426
  0.06248029  0.10181209  0.3546101   0.04598755  0.35067007 -0.10913153
  0.02763364 -0.10905118  0.18252654  0.23102422 -0.26264825 -0.03522787
 -0.17937498 -0.47770518 -0.15135689  0.23409635  0.07870727 -0.26477972
  0.02274473 -0.9957491  -0.29231635  0.2853011   0.6779382   0.50474143
  2.5853436   0.3116638   0.14745994 -0.39983103 -0.12614186  0.28117964
  0.20601335 -0.06535746  0.13144271 -0.15367807 -0.2108539  -0.04405995
  0.26122862  0.35217336  0.3393918  -0.26962143 -0.10336792 -0.0113621
  0.1560329  -0.01506474]"
A catering inventory error resulted in insufficient drink supplies onboard.,0,A catering inventory error resulted in insufficient drink supplies onboard.,catering inventory error resulted insufficient drink supply onboard,0,0,8,"[ 0.3566925  -0.37226987  0.26705998 -0.18150452  0.04012125 -0.02729025
 -0.23242226  0.07778101  0.6941012   0.2254795   0.37970668 -0.02527796
  0.16119182 -0.25667623  0.191367   -0.00518501 -0.35299224  0.1486125
 -0.142845   -0.6580688   0.5185737  -0.21550013 -0.05030001 -0.15803501
 -0.05543578 -0.5907509  -0.19231038  0.05489492  0.9327837   0.5956725
  2.1756873   0.18544374  0.22408277 -0.22563677  0.25994962  0.32801214
  0.14620951  0.15366474  0.21121798  0.26721877  0.099776   -0.17614307
  0.15080814  0.35078028 -0.061099   -0.09379087 -0.17752375  0.6366224
  0.41923523  0.13763192]"
"A luggage handling system error sent bags to the wrong claim carousel, confusing passengers.",0,"A luggage handling system error sent bags to the wrong claim carousel, confusing passengers.",luggage handling system error sent bag wrong claim carousel confusing passenger,0,0,11,"[ 0.41361144 -0.35451764  0.34009457 -0.09376182  0.1743392   0.19774455
 -0.28411973 -0.03840945  0.5053129  -0.35066587 -0.03626774  0.20939626
 -0.2634216   0.11401082  0.38665974 -0.09721456 -0.5535218   0.01734728
 -0.24431635 -0.75622976  0.10896    -0.11065883 -0.22981253  0.02466046
  0.33145437 -1.4206372  -0.32129458  0.38025543  0.6259309  -0.252433
  1.9365563   0.10207696 -0.05038172 -0.21742907  0.16406617  0.34675062
  0.41510776  0.14709823 -0.0543501   0.19534245  0.1954689   0.20645638
  0.3126733   0.6041936  -0.35270146 -0.11472363  0.03073063  0.31174275
  0.61140794 -0.20733272]"
"A flight crew reported unusual vibrations during taxiing, prompting further investigation.",0,"A flight crew reported unusual vibrations during taxiing, prompting further investigation.",flight crew reported unusual vibration taxiing prompting investigation,0,0,8,"[ 0.85670125 -0.29554063 -0.01943413  0.01443376 -0.3014829   0.1178345
 -0.16424772  0.34996998  0.4657691  -0.26199752  0.2798425  -0.09192837
 -0.33253378  0.35644302  0.16437    -0.16803874 -0.77163255  0.04691625
 -0.90065277 -0.67639124  0.24836013  0.5569669  -0.0671925  -0.3191391
  0.28397298 -1.1013329   0.03348211  0.4093115   0.23845875  0.2652695
  1.961455    0.04633501  0.0037675  -0.57208     0.15969901 -0.10287125
  0.49430096 -0.3799584  -0.03674375  0.40546378 -0.10568915  0.14480124
  0.3162475   0.15617     0.03169025 -0.26342487  0.1572961   0.5996975
  0.03854112  0.01975788]"
"An airplane door seal issue required maintenance, delaying departure for over an hour.",0,"An airplane door seal issue required maintenance, delaying departure for over an hour.",airplane door seal issue required maintenance delaying departure hour,0,0,9,"[ 5.2564907e-01  1.6677555e-02  6.8729885e-02 -1.9721378e-01
  1.0892499e-02  1.3197356e-01 -3.3698928e-01  2.9926214e-01
  4.2249021e-01 -3.2909444e-01 -1.6326544e-01 -2.0970106e-02
 -1.8814892e-01  4.1853011e-01  3.1852844e-01  1.4699432e-01
 -4.3725219e-01 -1.0808990e-01 -5.5163331e-02 -7.0228940e-01
  5.7275456e-01  6.7069560e-02 -2.8877121e-01 -2.7146894e-01
  7.4109107e-02 -1.1126945e+00  8.7244332e-02  2.4424332e-01
  5.5279887e-01  1.2437112e-01  2.4022665e+00  4.9717084e-02
 -5.8306223e-01 -5.2852221e-02  2.4142344e-01  7.2438903e-02
  6.3037890e-01 -1.7445236e-03 -1.7116745e-01 -9.9467766e-03
 -1.9576491e-01 -1.5428559e-01  4.7264654e-02  1.5507954e-01
 -2.9293159e-01 -6.9664776e-02  9.6589230e-02  2.8920344e-01
 -6.3333444e-02  1.3121323e-01]"
A flight was held at the gate to accommodate connecting passengers from a delayed flight.,0,A flight was held at the gate to accommodate connecting passengers from a delayed flight.,flight held gate accommodate connecting passenger delayed flight,0,0,8,"[ 0.9772559   0.42794874  0.26839352 -0.05720524 -0.2252244  -0.12740624
 -0.49991113  0.27034175  0.43747377 -0.57115304  0.16117688 -0.17217588
 -0.29502624  0.4513311   0.04530466  0.17228676 -0.6917901   0.21261123
 -0.80859005 -0.45697173  0.6330537   0.03049188 -0.46647698  0.24219333
  0.19464363 -1.1083953   0.31367     0.21795438  0.26402825 -0.03631177
  2.3072376   0.5173112  -0.1214675  -0.11656375  0.45448908 -0.12630136
  0.71743023  0.05046075 -0.47680128  0.6692038  -0.22991475 -0.07421077
  0.42440787  0.1596141  -0.60923564 -0.05580238  0.04422724 -0.2251025
 -0.01138025 -0.27166322]"
Een piloot kreeg uitdrogingsverschijnselen terwijl hij wachtte in een slecht geventileerde cockpit.,1,A pilot suffered dehydration symptoms while waiting in a poorly ventilated cockpit.,pilot suffered dehydration symptom waiting poorly ventilated cockpit,0,0,8,"[ 6.88017488e-01 -3.77581120e-01  2.21037135e-01 -5.95269978e-01
 -5.07288098e-01  2.57011265e-01  2.39379890e-02  5.00258863e-01
  3.37261140e-01 -1.65023744e-01  4.84166235e-01 -2.23958001e-01
 -2.92327106e-01  4.98003602e-01  1.05577111e-01  1.98974326e-01
 -5.59738755e-01  1.01834118e-01 -1.16128862e-01 -6.35328770e-01
 -6.37516260e-01  4.12524134e-01  1.54471219e-01  9.40442607e-02
  2.69200474e-01 -5.85095465e-01 -1.30660012e-01  5.32779872e-01
  3.39263856e-01  6.01017475e-01  1.78762507e+00  4.30200025e-02
  3.86892885e-01 -3.31322879e-01  2.79861003e-01  4.37975764e-01
  8.36828709e-01  1.61967486e-01  3.08821261e-01  1.11852989e-01
 -1.90954104e-01  1.08037144e-04  1.14059448e-01  4.95757490e-01
  2.66187638e-01 -8.63994956e-02 -2.73402408e-02 -1.15743123e-01
  5.37492484e-02  3.34268846e-02]"
A flight experienced an extended hold on the tarmac due to icy conditions at the destination.,0,A flight experienced an extended hold on the tarmac due to icy conditions at the destination.,flight experienced extended hold tarmac due icy condition destination,0,0,9,"[ 6.80557549e-01  5.07215500e-01 -1.13130212e-01 -1.24188932e-03
 -2.64488906e-01 -2.23004445e-01 -3.51713777e-01  5.73673964e-01
  2.69140780e-01 -2.75893331e-01  2.37844050e-01 -1.18722998e-01
 -7.72254169e-02  2.88526416e-01  1.91279441e-01  2.75967091e-01
 -4.47561115e-01 -1.19776115e-01 -5.06427705e-01 -4.39388096e-01
  4.30644490e-02  3.38639975e-01 -6.25309944e-02 -2.70678736e-02
  2.96583533e-01 -8.86518359e-01  7.44833201e-02  3.80201906e-01
  4.65435565e-01  6.28216028e-01  2.43646431e+00  3.65664899e-01
 -3.30922194e-02 -1.34099662e-01  2.88634777e-01 -1.35056004e-01
  2.26491049e-01  8.50933269e-02 -2.84000009e-01  1.96157008e-01
 -3.92716080e-01  5.92365526e-02  3.16687256e-01  2.37214357e-01
 -2.47520447e-01 -2.12155893e-01 -1.35177774e-02  3.33746672e-02
  7.27098957e-02 -2.35040084e-01]"
Een grondmedewerker raakte gewond door een sleepstang die defect raakte tijdens het duwen van het vliegtuig.,1,A ground worker was injured when a tow bar failed while pushing the plane.,ground worker injured tow bar failed pushing plane,0,0,8,"[ 0.33012503 -0.10123187  0.540606   -0.33773196  0.12382314  0.10614075
 -0.5585512   0.39838254  0.24939337 -0.47396594  0.0741975  -0.18092477
 -0.35238373  0.4603029  -0.03362912 -0.01112625 -0.16645351  0.11694212
 -0.44602376 -0.5558436   0.10038276  0.47217187 -0.14810124 -0.00421225
  0.09952425 -1.4964626   0.4402621   0.2027875   0.41014925 -0.04650864
  2.2936563   0.14481533 -0.43202746  0.189595    0.374076    0.17317289
  0.30320185 -0.07550213  0.26059127  0.19554625 -0.1757665   0.20510337
  0.389323   -0.07079088  0.29975933 -0.23479488 -0.14867312 -0.2152673
  0.3046505  -0.28313997]"
Een kind verbrandde zich aan een beker hete koffie die op de traytable omviel.,1,A child burned himself on a cup of hot coffee that fell over on the tray table.,child burned cup hot coffee fell tray table,0,0,8,"[-0.26039252  0.24385378 -0.00676725 -0.08330498  0.49579084 -0.15128663
 -0.5134813  -0.0367905   0.16597497 -0.01497121 -0.07753375 -0.21551749
 -0.09851637  0.15259501  0.7308931   0.20157012 -0.21059512  0.10817126
 -0.3179335  -0.8336263   0.35803464  0.02835649  0.6175059   0.24417871
 -0.30282646 -0.81212    -0.17675687  0.5848975   0.44880876  0.13866499
  2.2792375   0.15958136 -0.2240209   0.60216004  0.17200333  0.19281003
 -0.08163799  0.486871    0.5859784  -0.38885003  0.11575812  0.0346215
 -0.00857     0.04180844  0.4361059   0.5022941  -0.11718849 -0.6623134
  0.24162036 -0.60885745]"
A flight was delayed due to a discrepancy in the onboard passenger count.,0,A flight was delayed due to a discrepancy in the onboard passenger count.,flight delayed due discrepancy onboard passenger count,0,0,7,"[ 0.9216371   0.03204143  0.42436442 -0.07504642 -0.1850914   0.28498858
 -0.20710298  0.50324714  0.43988127 -0.31666774  0.30788714 -0.02145142
 -0.15460685  0.05206713  0.5497524  -0.04259286 -0.9045     -0.06160856
 -0.67841715 -0.61025286  0.36560854 -0.12754643 -0.00585944 -0.05639868
  0.40652013 -1.0148901  -0.11658728  0.01292843  0.45373574  0.5530586
  2.0059042   0.36644772 -0.09130143 -0.18777086  0.56759423 -0.08579243
  0.56817424 -0.03189129 -0.21533115  0.4878944  -0.23429714  0.11320399
  0.26550144  0.18328314 -0.5173403  -0.25182986  0.06107729  0.37801003
  0.32353988 -0.16453086]"
A water leak in the terminal caused travelers to reroute through alternate corridors.,0,A water leak in the terminal caused travelers to reroute through alternate corridors.,water leak terminal caused traveler reroute alternate corridor,0,0,8,"[ 0.8606687   0.4254575   0.4401521  -0.01595463 -0.5583616   0.10121624
 -0.2635485   0.1401725   0.6837575  -0.22907811  0.01769637  0.19826001
  0.20200837  0.3268856  -0.00904751  0.28912374 -0.13181925  0.16139325
 -0.29605675 -0.33761877  0.30504787 -0.43893376  0.0647475   0.2592225
  0.23166001 -0.7605645   0.265417    0.56245     0.75272304  0.0866645
  1.8163373   0.01558363  0.06399    -0.2543855  -0.02533412  0.2224995
  0.11224002 -0.19203787  0.14559472  0.51516074  0.04453501  0.0906472
  0.2698641   0.21959737 -0.29717302  0.07918875  0.13430813 -0.05669814
  0.21983849 -0.21468988]"
"A passenger accidentally left their passport in the terminal, missing the flight.",0,"A passenger accidentally left their passport in the terminal, missing the flight.",passenger accidentally left passport terminal missing flight,1,0,7,"[ 0.82688284  0.16891542  0.5583881  -0.13250671  0.22144859  0.22150029
 -0.8498115   0.3595214   0.5748643  -0.6304757   0.47887427  0.10250328
 -0.22180143  0.48794073  0.43795535 -0.005908   -0.9360204   0.11108429
 -0.72833    -0.11753972  0.11923572  0.33562142 -0.28067857  0.20252225
  0.3059457  -1.4508401   0.37750843  0.3623667   0.5376643  -0.11006428
  2.0312943   0.13646086 -0.04147942  0.05203371  0.44033146  0.35042143
  0.5636257  -0.14294772 -0.04257029  0.3748157   0.08826571  0.1695548
  0.5219277   0.07218143 -0.31045145 -0.25916642 -0.01778986 -0.07559999
  0.34482813 -0.54380286]"
A passenger was removed from a flight after refusing to comply with seating instructions.,0,A passenger was removed from a flight after refusing to comply with seating instructions.,passenger removed flight refusing comply seating instruction,0,0,7,"[ 0.35653758 -0.00551086  0.17447957 -0.5242303  -0.07438428 -0.04954714
 -0.12517612  0.11216889  0.34123173 -0.51510155  0.27172726  0.13677903
 -0.10068386  0.19142571  0.13807575  0.20464002 -0.6815929   0.22963142
  0.08962713 -0.9153872   0.42862287  0.142051   -0.2314713   0.13743845
 -0.13795428 -1.0321985   0.40620714  0.10852698  0.19079003  0.04775715
  2.1791856   0.20195855 -0.5123943  -0.20563844  0.5198407   0.08046144
  1.0229356   0.02477043 -0.4872419   0.32531428  0.10525218 -0.29070786
  0.4539457   0.44934654 -0.45927384 -0.04443029 -0.20118429  0.23808
 -0.11929286  0.01450858]"
A passenger tripped on loose cables in the terminal and dislocated their shoulder.,1,A passenger tripped on loose cables in the terminal and dislocated their shoulder.,passenger tripped loose cable terminal dislocated shoulder,0,0,7,"[ 0.16148427 -0.15714587  0.4322276  -0.08120427 -0.11367581  0.5476286
 -0.45509285  0.07484001  0.39964396 -0.44833285  0.4788293   0.04786471
 -0.6601586   0.70101565 -0.09156724  0.41600326 -0.7081514   0.05650285
 -0.35146144 -0.26283568 -0.07396854  0.16322573 -0.26264858  0.13252488
  0.02308714 -0.88422245  0.5942958   0.7461486   0.6850371  -0.2751434
  1.8305556   0.44019073  0.5624543   0.47247028 -0.07077514  0.37762
  0.47446284  0.00861757  0.1043397   0.31265357 -0.02920228  0.1975445
 -0.05880371  0.36467144 -0.2771657  -0.2759753   0.1795293  -0.35443142
  0.00281115 -0.24961285]"
